"chosen","RT","A1","B1","C1","A2","B2","C2","A3","B3","C3"
3,8.60477703733291,0.533633833263353,0.674833706716032,0.614955497480795,0.449621438470234,0.859311428023788,0.354682632603036,0.555515501893239,0.869312610687112,0.28626192060851
1,4.7334828074027,0.627211274234035,0.883061927473393,0.589010349376614,0.497769578351826,0.545694249895752,0.656083174205222,0.421120899155699,0.974519850428952,0.365718988420885
3,4.20444465090675,0.501522319069458,0.187466071000434,0.346952229433084,0.433018876108633,0.18210985823185,0.407424947344422,0.394972945867616,0.232320831695011,1
2,4.03496879794004,0.545320687554972,0.105359404772688,0.438412880727313,0.387688825705978,0.446221377722991,0.549804545121454,0.192508686473309,0.784022492472095,0.285464331383952
1,3.20298941689558,0.384060870412935,0.0061485356140764,0.65906917940932,0.554331681545047,0.06614404354646,0.500494954157443,0.597586306088358,0.145152936756216,0.55179529821107
2,10.0094800779483,0.41669252094445,0.694792110604001,0.608472862128234,0.437016547188302,0.600201655615653,0.691751572856674,0.504474224176563,0.112878015136039,0.425173494318201
2,15.4801790545276,0.256023898995907,0.868721341026109,0.55787636659993,0.793268904167657,0.96580600111428,0.777045635188593,0.409387856240346,0.398275928625145,0.669711780556959
1,5.56173387192154,0.549862787896917,0.656997694201366,0.711372505312848,0.854113798545867,0.606948033417986,0.372381768240406,0.540923316720454,0.574270689365742,0.349926690957181
1,5.0607164775062,0.427870012025489,0.0364617401212636,0.52728802420108,0.257652418757927,0.0914829849403789,0.523596171184106,0.312723783174566,0.0550137303958886,0.50740915442058
3,19.0736967928078,0.451785895035662,0.116693696089823,0.48778031080165,0.389923477998269,0.37367461694431,0.4145027859563,0.548260361006554,0.585995029338281,0.213637894903819
1,4.99565636951202,0.297222985245632,0.752774953265644,0.798299767653089,0.705805741726938,0.474299195738967,0.557321819180421,0.262094071699154,0.182275959640351,0.633286327839375
2,6.6864606123449,0.529047665813537,0.305358041738967,0.318902423676832,0.353436190927994,0.743336308823345,0.493129535304286,0.262754853923063,0.34396102816818,0.853894114702866
1,13.0707269180851,0.485245378599804,0.368050897794636,0.257753661019616,0.23174879555301,0.433088619374114,0.619931052519253,0.575434025742012,0.361769853197068,0.572304573756329
3,9.810668316915,0.583989987359641,0.0838688214332647,0.422511567139253,0.627302863360299,0.0120061607949461,0.388287587683852,0.654460297948859,0.916899824883894,0.465726577917573
1,41.8844452032632,0.356763076489377,0.178079914940729,0.395931643843792,0.392734773281304,0.370124429450652,0.574539739742758,0.224944326392553,0.648532486310487,0.218660549723038
3,3.60392414925422,0.607220937373317,0.472178159987286,0.204227991277076,0.381221470879713,0.139280440294267,0.495900034884006,0.463112948329404,0.456811014382049,0.552510529209804
1,5.9511586656799,0.569597814782774,0.516210190749239,0.510976597258701,0.517087081187768,0.105122215974139,0.536684085159045,0.49775763563793,0.492362106355031,0.366095104376512
1,5.65925135276074,0.268183156570844,0.452960685361866,0.624585504821071,0.421215179338311,0.338349839894374,0.448173335218144,0.600732116819366,0.214350188425252,0.370079835914057
3,5.0804813824543,0.49607902691765,0.408125479788896,0.581965468629204,0.597734058688066,0.417281375264822,0.386355052433788,0.53472822332219,0.307810480360364,0.535232874337753
2,5.59023248075564,0.325103673502725,0.511142716995183,0.4110129610666,0.345089433238245,0.932769291000083,0.39082843980694,0.438072917972378,0.137492334118223,0.568266792523833
3,13.9033067160113,0.52987371209995,0.304030235766021,0.791952051629954,0.536267722450706,0.287528481246675,0.370589256808051,0.513340603749143,0.662042058988754,0.335763931121707
